data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Hastings Reef",1986,"1986.01643835616438356","HC",19.155800236551833,16.92167379459034,21.356051195944346,"LTMP",9,"_"," ",19.18115001591866,"null","9.0m",""
"manta","reef","Hastings Reef",1989,"1989.13424657534246576","HC",12.774328545920055,11.078738795584547,14.96489285168293,"LTMP",9,"_"," ",12.84492456765374,"null","9.0m",""
"manta","reef","Hastings Reef",1990,"1990.038356164383561646","HC",19.076360984132446,16.90392796958703,21.62708976483224,"LTMP",9,"_"," ",19.08601869906374,"null","9.0m",""
"manta","reef","Hastings Reef",1992,"1992.09041095890410959","HC",11.740597751233825,9.751467571995246,13.82177411352776,"LTMP",9,"_"," ",11.783884697402861,"null","9.0m",""
"manta","reef","Hastings Reef",1993,"1992.6876712328767123","HC",12.48545585882793,10.832192064400822,14.59328810759392,"LTMP",9,"_"," ",12.545742483782668,"null","9.0m",""
"manta","reef","Hastings Reef",1994,"1994.09863013698630137","HC",14.170591825762962,12.294391902133416,16.58732132803822,"LTMP",9,"_"," ",14.161464934088904,"null","9.0m","#1f77b4"
"manta","reef","Hastings Reef",1995,"1995.26301369863013696","HC",17.71579375520956,15.449833407283728,20.343719420687993,"LTMP",9,"_"," ",17.751271346110794,"null","9.0m","#1f77b4"
"manta","reef","Hastings Reef",1996,"1996.052054794520547946","HC",13.639271852667134,11.618415493255824,15.911904723215486,"LTMP",9,"_"," ",13.713552942525798,"null","9.0m",""
"manta","reef","Hastings Reef",1997,"1997.06301369863013699","HC",15.637513826307044,13.584126064434422,17.896462499110637,"LTMP",9,"_"," ",15.657216848777592,"null","9.0m",""
"manta","reef","Hastings Reef",1998,"1998.06027397260273973","HC",11.259103943051324,9.454384350623705,13.15801964115363,"LTMP",9,"_"," ",11.2850768451509,"null","9.0m",""
"manta","reef","Hastings Reef",1999,"1999.09315068493150686","HC",13.237077917441061,11.420507019662352,15.230623119136727,"LTMP",9,"_"," ",13.299864795673159,"null","9.0m",""
"manta","reef","Hastings Reef",2000,"2000.049315068493150684","HC",17.69711373772143,15.54921696153309,20.472823005780867,"LTMP",9,"_"," ",17.79177415194338,"null","9.0m",""
"manta","reef","Hastings Reef",2001,"2001.11506849315068493","HC",15.141283310074138,12.881960255686645,17.275240227176358,"LTMP",9,"_"," ",15.12609257291308,"null","9.0m",""
"manta","reef","Hastings Reef",2002,"2001.736986301369863","HC",12.739248551945087,10.92245560084908,14.690841451695455,"LTMP",9,"_"," ",12.76435138457918,"null","9.0m",""
"manta","reef","Hastings Reef",2003,"2002.8383561643835616","HC",10.79163089639857,9.03834311604252,12.57472248066111,"LTMP",9,"_"," ",10.835500935529993,"null","9.0m",""
"manta","reef","Hastings Reef",2004,"2004.0273972602739726","HC",11.644295313877272,9.800347683308022,13.486961696634323,"LTMP",9,"_"," ",11.64657408778704,"null","9.0m",""
"manta","reef","Hastings Reef",2005,"2005.06301369863013699","HC",9.566193532157271,7.830958646735564,11.137486918559796,"LTMP",9,"_"," ",9.56676345980894,"null","9.0m",""
"manta","reef","Hastings Reef",2006,"2005.8","HC",11.480155873073345,9.75654486845575,13.427070902265099,"LTMP",9,"_"," ",11.557877851647286,"null","9.0m",""
"manta","reef","Hastings Reef",2007,"2007.038356164383561646","HC",14.057686939907441,11.864876616292465,16.254874731596253,"LTMP",9,"_"," ",14.093171502231842,"null","9.0m",""
"manta","reef","Hastings Reef",2008,"2008.32602739726027397","HC",12.63813355482492,10.810428377362934,14.776670693175618,"LTMP",9,"_"," ",12.637272754189105,"null","9.0m",""
"manta","reef","Hastings Reef",2010,"2009.8931506849315068","HC",14.811601847479821,12.90267305618013,17.119588722739167,"LTMP",9,"_"," ",14.823781400037985,"null","9.0m",""
"manta","reef","Hastings Reef",2012,"2012.13424657534246576","HC",15.993597139637656,13.63609036659236,18.30252187525791,"LTMP",9,"_"," ",15.992356826454765,"null","9.0m",""
"manta","reef","Hastings Reef",2013,"2013.030136986301369864","HC",13.739050067813844,11.77496717876608,15.756465952255786,"LTMP",9,"_"," ",13.747012187324014,"null","9.0m",""
"manta","reef","Hastings Reef",2014,"2014.2054794520547945","HC",16.910995087276927,14.749319183286216,19.44974302436077,"LTMP",9,"_"," ",16.943726654918866,"null","9.0m",""
"manta","reef","Hastings Reef",2015,"2015.1589041095890411","HC",18.780479962872764,16.567326756785487,21.252048810736888,"LTMP",9,"_"," ",18.82772458087667,"null","9.0m",""
"manta","reef","Hastings Reef",2016,"2015.9232876712328767","HC",21.582500580614894,19.2833150130631,24.217979152901776,"LTMP",9,"_"," ",21.63744694726463,"null","9.0m",""
"manta","reef","Hastings Reef",2017,"2016.7123287671232876","HC",17.621407122617896,15.569773854799463,19.75300809864553,"LTMP",9,"_"," ",17.60637379820606,"null","9.0m",""
"manta","reef","Hastings Reef",2018,"2017.9506849315068493","HC",9.780783271336443,8.039742735516802,11.458419900054235,"LTMP",9,"_"," ",9.817585952212827,"null","9.0m",""
"manta","reef","Hastings Reef",2019,"2019.13972602739726028","HC",7.327685203248424,6.02266180803463,8.701977231369764,"LTMP",9,"_"," ",7.366556676151712,"null","9.0m",""
"manta","reef","Hastings Reef",2020,"2020.11506849315068493","HC",6.580553205263165,5.418212049658706,7.848731199083427,"LTMP",9,"_"," ",6.603606031847174,"null","9.0m",""
"manta","reef","Hastings Reef",2021,"2021.03561643835616438","HC",15.71178499240175,13.77434437416947,18.131031815847436,"LTMP",9,"_"," ",15.74705825238902,"null","9.0m",""
"manta","reef","Hastings Reef",2022,"2022.3150684931506849","HC",17.235757992996692,14.962329297074731,19.508370292017528,"LTMP",9,"_"," ",17.266161709660302,"null","9.0m",""
"manta","reef","Hastings Reef",2023,"2023.1643835616438356","HC",25.164622390876723,22.31164635472468,28.06178139191291,"LTMP",9,"_"," ",25.29121824017429,"null","9.0m",""
"manta","reef","Hastings Reef",2024,"2023.673972602739726","HC",26.68532740663555,23.894456248025577,29.72091032571893,"LTMP",9,"_"," ",26.706510382923458,"null","9.0m",""
"manta","reef","Hastings Reef",2025,"2024.7698630136986301","HC",15.21769971525337,13.128334558391913,17.456745505946227,"LTMP",9,"_"," ",15.22618153642507,"null","9.0m",""
"manta","reef","Hastings Reef",2026,"2025.7232876712328767","HC",24.084373674435604,21.838331617060184,26.958568481506127,"LTMP",9,"_"," ",24.111161084689257,"null","9.0m",""